"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Pfdn6",5.94190849112154e-42,0.281492727843549,0.744,0.35,7.27705532907655e-38,11,"Pfdn6",NA
"Ddx39b.1",6.59975501330875e-42,0.312365349388048,0.802,0.407,8.08271996479922e-38,11,"Ddx39b",NA
"Bola3.2",6.93594052422263e-42,0.264606354436287,0.615,0.272,8.49444636001545e-38,11,"Bola3","Sec"
"Eif2s2.1",7.15463123944861e-42,0.401540117281252,0.915,0.646,8.76227687895272e-38,11,"Eif2s2","CM"
"Ramp1.8",1.01278802254577e-41,0.339747373708843,0.71,0.344,1.24036149121181e-37,11,"Ramp1",NA
"Mrpl17.1",1.01514825904475e-41,0.2939043637747,0.646,0.296,1.2432520728521e-37,11,"Mrpl17",NA
"Cetn3.1",1.06997370343492e-41,0.302561833059191,0.741,0.359,1.31039679459674e-37,11,"Cetn3",NA
"Anxa2.7",1.14541584199449e-41,0.411962023468151,0.927,0.617,1.40279078169065e-37,11,"Anxa2","CM"
"Mrpl14.2",1.66571917868111e-41,0.311170732556846,0.685,0.32,2.04000627813076e-37,11,"Mrpl14",NA
"Ftl1.8",1.72521626294795e-41,0.525712523365226,0.998,0.99,2.11287235723236e-37,11,"Ftl1",NA
"Hnrnpu",1.80618779509444e-41,0.37737168345583,0.866,0.515,2.21203819265216e-37,11,"Hnrnpu","CM"
"mt-Atp8.4",2.52167950782684e-41,0.300907698342056,0.676,0.309,3.08830089323553e-37,11,"mt-Atp8",NA
"Gtf2h5",2.88788614466898e-41,0.305374028469383,0.744,0.365,3.5367941613761e-37,11,"Gtf2h5",NA
"Srsf9.5",3.58413402029637e-41,0.287176657030795,0.661,0.306,4.38948893465696e-37,11,"Srsf9",NA
"Rpl34.8",4.15612961799621e-41,-0.46915991433903,0.978,0.981,5.09001194315996e-37,11,"Rpl34","CM"
"Rtn3.5",5.32800765294493e-41,0.318999074492141,0.785,0.403,6.52521097256166e-37,11,"Rtn3",NA
"Mrps36.1",5.93262749798838e-41,0.253487458226936,0.673,0.304,7.26568889678637e-37,11,"Mrps36",NA
"Lamtor1.5",6.25202443678571e-41,0.322797211417844,0.778,0.39,7.65685432773145e-37,11,"Lamtor1",NA
"Rps9.7",7.55543409953634e-41,-0.338053083472621,0.99,0.996,9.25314014170216e-37,11,"Rps9",NA
"Nudt21.1",7.61859673242459e-41,0.258437844165407,0.632,0.28,9.3304954182004e-37,11,"Nudt21",NA
"Cyba.9",1.44295158543906e-40,0.378118000955085,0.98,0.894,1.76718280668722e-36,11,"Cyba",NA
"Arg1.11",1.64367595385956e-40,0.568424745827405,0.359,0.128,2.0130099406918e-36,11,"Arg1",NA
"Timm13.4",1.70772498785545e-40,0.379890699631249,0.846,0.519,2.09145079262657e-36,11,"Timm13",NA
"Ywhab.6",1.95928506636398e-40,0.350312349181146,0.854,0.499,2.39953642077597e-36,11,"Ywhab",NA
"Rpl27a.7",2.09105457645803e-40,-0.491311156970254,0.983,0.977,2.56091453978815e-36,11,"Rpl27a","CM"
"Rpn2.3",3.73395542360993e-40,0.30204918422402,0.744,0.361,4.57297520729508e-36,11,"Rpn2","CM"
"Ccl6.10",4.5626909111332e-40,0.4885267145126,0.934,0.666,5.58792755886483e-36,11,"Ccl6",NA
"Eif1.4",4.78013648553572e-40,-0.428209660833068,0.961,0.982,5.8542331538356e-36,11,"Eif1",NA
"Rps25.7",6.22588360776894e-40,-0.404562354910884,0.978,0.985,7.62483965443463e-36,11,"Rps25",NA
"Abcf1.1",6.56077652304569e-40,0.270377829452769,0.695,0.324,8.03498300777406e-36,11,"Abcf1",NA
"Pld3.11",7.74365620322479e-40,0.271997050606163,0.812,0.392,9.4836557520894e-36,11,"Pld3","CM"
"Snrpb2.2",8.96969283839944e-40,0.315854813633413,0.817,0.421,1.09851828191878e-35,11,"Snrpb2",NA
"Ndufa2.4",9.04684237768335e-40,0.339011196316924,0.959,0.778,1.10796678599488e-35,11,"Ndufa2","CM"
"S100a13.7",1.24325924339884e-39,0.378587903828632,0.89,0.553,1.52261959539057e-35,11,"S100a13",NA
"Sdf2l1.7",1.2615685265684e-39,0.254589705746723,0.6,0.261,1.54504297448832e-35,11,"Sdf2l1",NA
"Slc25a5.2",3.52569285262373e-39,0.385588634241557,0.922,0.782,4.31791603660828e-35,11,"Slc25a5",NA
"Larp4b.2",4.05585175274474e-39,0.266349747660261,0.615,0.28,4.96720164158648e-35,11,"Larp4b",NA
"Dhrs3.9",4.22353778183434e-39,0.253425356572682,0.561,0.242,5.17256672141252e-35,11,"Dhrs3",NA
"G3bp1.1",5.22322788959305e-39,0.288133990999251,0.729,0.364,6.39688719638461e-35,11,"G3bp1",NA
"Rpl5.8",5.41380032999774e-39,-0.677759746162575,0.937,0.906,6.63028126414823e-35,11,"Rpl5",NA
"Hdlbp.1",8.02264910232857e-39,0.251125151974383,0.468,0.189,9.82533835562179e-35,11,"Hdlbp",NA
"Rab1a.6",1.02114432687494e-38,0.28386187098506,0.715,0.347,1.25059545712374e-34,11,"Rab1a",NA
"Rps23.8",2.71344625073793e-38,-0.499581610508631,0.993,0.989,3.32315762327875e-34,11,"Rps23","CM"
"Dnajc19.1",3.13791399052988e-38,0.27713187178768,0.676,0.327,3.84300326420195e-34,11,"Dnajc19",NA
"Rac1.7",3.78335305998162e-38,0.377079997431532,0.912,0.686,4.63347249255949e-34,11,"Rac1",NA
"Ptpn18.9",4.30922021865836e-38,-0.736960162366953,0.68,0.751,5.2775020017909e-34,11,"Ptpn18",NA
"Mpeg1.11",6.10327961515176e-38,0.290778678860293,0.793,0.398,7.47468654467636e-34,11,"Mpeg1",NA
"Sdhd",6.30911046601744e-38,0.273855546947856,0.666,0.32,7.72676758773156e-34,11,"Sdhd",NA
"Rex1bd.5",6.46028860222135e-38,0.269427150369582,0.717,0.345,7.91191545114049e-34,11,"Rex1bd",NA
"Cdv3.1",7.1780432439842e-38,0.250148656887782,0.595,0.266,8.79094956090745e-34,11,"Cdv3",NA
"Nfic.1",7.55520776384352e-38,0.275315057231111,0.422,0.164,9.25286294837916e-34,11,"Nfic","TF"
"Akr1a1.9",7.66616575425195e-38,0.335718484178495,0.902,0.585,9.38875319923236e-34,11,"Akr1a1",NA
"Rps7.7",8.5572658508326e-38,-0.697010760914256,0.966,0.958,1.04800834875147e-33,11,"Rps7",NA
"Rpl30.8",1.33985454275132e-37,-0.542961726758952,0.959,0.957,1.64091985850755e-33,11,"Rpl30",NA
"Rbm8a",1.84881459074917e-37,0.325243831884553,0.871,0.491,2.26424322929051e-33,11,"Rbm8a",NA
"Psma4.2",2.07772476986588e-37,0.34891927019881,0.759,0.417,2.54458952565475e-33,11,"Psma4",NA
"Srp19.1",2.29464395130309e-37,0.260227641186181,0.663,0.315,2.81025044716089e-33,11,"Srp19",NA
"U2af1",2.49630180202891e-37,0.292986044126436,0.729,0.37,3.05722081694481e-33,11,"U2af1","CM"
"Prelid1.3",3.229506181511e-37,0.376732241639562,0.844,0.498,3.95517622049652e-33,11,"Prelid1",NA
"Tma7.2",4.55512848844328e-37,0.334617932597026,0.937,0.775,5.57866585979649e-33,11,"Tma7",NA
"Actb.7",4.55789115617455e-37,0.314966006687836,1,0.999,5.58204929896697e-33,11,"Actb",NA
"Hnrnpm.1",5.09696486442407e-37,0.291466185606378,0.839,0.449,6.24225286946016e-33,11,"Hnrnpm",NA
"Atp5l.4",7.2216034070941e-37,0.322693969585804,0.961,0.905,8.84429769266814e-33,11,"Atp5l",NA
"Rwdd1.1",8.59376757033369e-37,0.297677430521815,0.737,0.384,1.05247871433877e-32,11,"Rwdd1",NA
"Ywhae.5",9.30335124315462e-37,0.347862865777246,0.846,0.496,1.13938142674915e-32,11,"Ywhae",NA
"Atp5j.1",1.11003315183766e-36,0.35685481598487,0.91,0.701,1.35945760105559e-32,11,"Atp5j",NA
"Cox6a1.5",1.31463873362939e-36,0.330599434796438,0.932,0.794,1.61003805707592e-32,11,"Cox6a1",NA
"Ndufb7.4",1.66762960626556e-36,0.350764596172055,0.885,0.604,2.04234597879343e-32,11,"Ndufb7",NA
"Gpx4.5",1.72525462198684e-36,0.37384178709408,0.924,0.695,2.11291933554728e-32,11,"Gpx4",NA
"Rps24.8",2.1331147667368e-36,-0.62800651353182,0.993,0.976,2.61242565482256e-32,11,"Rps24",NA
"Psmb4.2",2.1544768983335e-36,0.327861633444831,0.837,0.475,2.63858785738904e-32,11,"Psmb4",NA
"Tsn.1",2.98953767788922e-36,0.278733744870413,0.722,0.365,3.66128679411092e-32,11,"Tsn",NA
"Cstb.9",4.80609447338115e-36,0.281241385476206,0.902,0.588,5.8860239015499e-32,11,"Cstb",NA
"BC005537.8",5.84122934036913e-36,0.279188222734453,0.734,0.369,7.15375357315008e-32,11,"BC005537",NA
"Prdx2.8",6.50274325907849e-36,0.364614980804463,0.79,0.449,7.96390966939342e-32,11,"Prdx2",NA
"Hnrnph1.2",8.43596102438925e-36,0.259388560017568,0.646,0.301,1.03315214665695e-31,11,"Hnrnph1",NA
"Rpl19.8",9.44229576749678e-36,-0.496655017863739,0.985,0.968,1.15639796264533e-31,11,"Rpl19",NA
"Slc6a6.8",1.45439542054325e-35,0.266207824237836,0.759,0.383,1.78119807153932e-31,11,"Slc6a6","CM"
"Lamp1.10",1.84368061869227e-35,0.351492169450387,0.88,0.546,2.25795565371242e-31,11,"Lamp1","CM"
"mt-Nd1.7",2.37201220651994e-35,0.530632758533682,0.998,0.935,2.90500334932497e-31,11,"mt-Nd1",NA
"C1qa.10",2.93478607165515e-35,0.403942259370845,0.583,0.283,3.59423250195606e-31,11,"C1qa","CM"
"Cyc1.1",2.96068486556795e-35,0.262250876890751,0.659,0.323,3.62595075486107e-31,11,"Cyc1",NA
"Tbca.5",1.50038709908063e-34,0.348070883019,0.927,0.647,1.83752408024405e-30,11,"Tbca",NA
"Mtpn.5",1.66950475726293e-34,0.296526624488632,0.702,0.365,2.04464247621991e-30,11,"Mtpn",NA
"Tppp3.9",1.79261514765964e-34,0.400620556027824,0.373,0.148,2.19541577133876e-30,11,"Tppp3",NA
"2010107E04Rik.4",1.92097176858126e-34,0.343521590440848,0.915,0.759,2.35261412498148e-30,11,"2010107E04Rik",NA
"Fuca1.6",4.71213526682729e-34,0.293105470768568,0.739,0.376,5.77095206128338e-30,11,"Fuca1",NA
"Ndufs5.2",6.54097947620159e-34,0.326093172776199,0.795,0.451,8.01073756450408e-30,11,"Ndufs5",NA
"Usp50.3",6.79630263201712e-34,0.282382704294795,0.754,0.399,8.32343183343137e-30,11,"Usp50",NA
"Cnn2.6",7.04635622126337e-34,-0.759423476079299,0.232,0.5,8.62967246418125e-30,11,"Cnn2",NA
"mt-Co3.7",7.19496009154011e-34,0.491828688272903,0.995,0.979,8.81166762410917e-30,11,"mt-Co3",NA
"Pycard.6",8.072798050255e-34,0.368313957413278,0.829,0.48,9.8867557721473e-30,11,"Pycard",NA
"Ahnak.9",8.47190621079516e-34,0.2655416949218,0.8,0.415,1.03755435363608e-29,11,"Ahnak",NA
"Ndufb10.2",8.68361920452575e-34,0.339850089629067,0.844,0.533,1.06348284397827e-29,11,"Ndufb10",NA
"Cd37.7",9.25785848203044e-34,-1.05207358795615,0.349,0.546,1.13380992829427e-29,11,"Cd37","CM"
"Naa38.1",9.3198034113523e-34,0.261361499675887,0.685,0.345,1.14139632378832e-29,11,"Naa38",NA
"Atp6v0b.8",1.17113353521573e-33,0.325559753033034,0.902,0.583,1.4342872405787e-29,11,"Atp6v0b",NA
"Gdf15.3",1.2125395077971e-33,0.327929594572059,0.266,0.088,1.4849971351991e-29,11,"Gdf15","Sec"
"Eif5a.1",2.12228250398809e-33,0.384755036550547,0.954,0.775,2.59915938263421e-29,11,"Eif5a",NA
"Hexa.9",2.88305424473703e-33,0.282274675970387,0.783,0.404,3.53087653352945e-29,11,"Hexa","CM"
"Atp6v0d1.8",3.03444227333598e-33,0.262373362888177,0.732,0.369,3.71628145215457e-29,11,"Atp6v0d1",NA
"Bola2.6",8.90483161468341e-33,0.34983982663098,0.888,0.591,1.09057472785028e-28,11,"Bola2",NA
"Smdt1.7",1.00803643462656e-32,0.327852917286026,0.878,0.567,1.23454222148715e-28,11,"Smdt1",NA
"Erp29.8",1.1288312951718e-32,0.346113845450782,0.878,0.535,1.3824796871969e-28,11,"Erp29",NA
"Tsc22d3.6",1.32589667412284e-32,-0.993725433379235,0.571,0.652,1.62382565679825e-28,11,"Tsc22d3","TF"
"mt-Co1.7",1.79773776293857e-32,0.413549473786996,1,0.973,2.20168943827087e-28,11,"mt-Co1",NA
"Cd63.9",2.28122948858791e-32,0.337974832628593,0.707,0.394,2.79382175467361e-28,11,"Cd63","CM"
"Eif3c.2",2.97647171745412e-32,0.284452554569735,0.829,0.457,3.64528491236606e-28,11,"Eif3c",NA
"Glud1.7",4.18149767068294e-32,0.261601841186409,0.768,0.404,5.12108019728539e-28,11,"Glud1",NA
"Sod1.2",4.23446347414507e-32,0.274012566996548,0.688,0.351,5.18594741678546e-28,11,"Sod1",NA
"Hmox1.9",5.67082037419268e-32,0.341024333931784,0.485,0.207,6.94505371227377e-28,11,"Hmox1",NA
"Rbm3.5",9.17827404378894e-32,0.367309417647615,0.932,0.825,1.12406322214283e-27,11,"Rbm3",NA
"Cltc.6",9.33972674179335e-32,0.266761678738943,0.637,0.313,1.14383633406743e-27,11,"Cltc","CM"
"Psmb6.5",1.75869609740153e-31,0.34454166078618,0.849,0.545,2.15387511048766e-27,11,"Psmb6",NA
"Calm1.7",1.87026918147017e-31,0.260986240523702,0.966,0.922,2.29051866654652e-27,11,"Calm1",NA
"Clta.9",2.15905250015761e-31,0.356526232184049,0.927,0.726,2.64419159694302e-27,11,"Clta",NA
"Ftl1-ps1.8",2.19223379593034e-31,0.362885623128085,0.88,0.596,2.68482872987589e-27,11,"Ftl1-ps1",NA
"Gm11808.8",2.86615229647259e-31,-0.564821998069214,0.907,0.879,3.51017671748998e-27,11,"Gm11808",NA
"Ucp2.9",4.78513755987009e-31,0.304439319824969,0.959,0.769,5.8603579695729e-27,11,"Ucp2",NA
"Rpl10.6",6.25232365499157e-31,-0.373487392062029,0.956,0.956,7.65722078026818e-27,11,"Rpl10",NA
"Rps15a.8",8.61623668700063e-31,-0.685172546909565,0.966,0.957,1.05523050705697e-26,11,"Rps15a","CM"
"Rpl18.8",8.88469482636544e-31,-0.486769713517089,0.988,0.965,1.08810857538497e-26,11,"Rpl18","CM"
"Pcbp1.2",9.74298599156059e-31,0.312590464723612,0.856,0.512,1.19322349438643e-26,11,"Pcbp1","CM"
"Rps11.9",1.0304953873137e-30,-0.448734434599708,0.988,0.975,1.26204770084309e-26,11,"Rps11",NA
"Bsg.6",1.15686376455044e-30,0.293154579582706,0.812,0.47,1.41681105244493e-26,11,"Bsg","CM"
"mt-Nd3.8",1.17450851805198e-30,0.472547939879009,0.956,0.736,1.43842058205826e-26,11,"mt-Nd3",NA
"Eif3f.10",2.17594641804403e-30,-0.551525775450262,0.854,0.822,2.66488157817852e-26,11,"Eif3f",NA
"Ptp4a1.9",2.2966654381625e-30,0.299728511369103,0.741,0.415,2.81272616211762e-26,11,"Ptp4a1",NA
"Eif4g2.2",2.47781201614088e-30,0.325488658761221,0.82,0.51,3.03457637616774e-26,11,"Eif4g2",NA
"Rpl21.7",3.52791496936205e-30,-0.525426894689203,0.995,0.974,4.3206374629777e-26,11,"Rpl21","CM"
"Rpl7.8",5.15170045366246e-30,-0.437264315716031,0.932,0.942,6.30928754560041e-26,11,"Rpl7",NA
"Ndufa8.3",7.06302729403287e-30,0.266774943923215,0.761,0.425,8.65008952700205e-26,11,"Ndufa8",NA
"Ndufb9.3",7.47939523861955e-30,0.319771291663049,0.837,0.522,9.16001534873736e-26,11,"Ndufb9",NA
"Iqgap1.8",9.71171114430646e-30,0.325881287104318,0.924,0.621,1.18939326384321e-25,11,"Iqgap1",NA
"Gm42418.9",1.20968724594359e-29,0.550445802451977,0.949,0.681,1.48150397010712e-25,11,"Gm42418",NA
"Atp5e.6",1.42437301512254e-29,0.273091294275228,0.961,0.895,1.74442963162057e-25,11,"Atp5e",NA
"Psmb7.1",1.49382036869134e-29,0.265219332950445,0.751,0.406,1.82948180553629e-25,11,"Psmb7",NA
"Lamtor2.6",1.61369595482426e-29,0.298763302510035,0.854,0.549,1.97629343587327e-25,11,"Lamtor2",NA
"Ssb.2",1.67377318425144e-29,0.262584414242122,0.778,0.429,2.04987001875273e-25,11,"Ssb",NA
"Rrbp1.8",1.93723575997188e-29,0.292523061881744,0.88,0.519,2.37253263523756e-25,11,"Rrbp1",NA
"Psma6.1",2.55814368352164e-29,0.305027955134663,0.783,0.461,3.13295856920896e-25,11,"Psma6",NA
"Eif3a.2",3.7692639598401e-29,0.272064585715593,0.778,0.43,4.61621757161617e-25,11,"Eif3a",NA
"Shisa5.11",4.94211383349463e-29,-0.624830096778695,0.873,0.841,6.05260681188087e-25,11,"Shisa5",NA
"Ndufv3.4",5.34225293173519e-29,0.292593190794544,0.859,0.547,6.54265716549608e-25,11,"Ndufv3",NA
"H2afy.2",6.4972999833924e-29,0.297860144695832,0.849,0.524,7.95724328966067e-25,11,"H2afy",NA
"Sf3b5",7.75253595647664e-29,0.262993595573599,0.812,0.467,9.49453078589694e-25,11,"Sf3b5",NA
"Rpl4.8",8.63249133190226e-29,-0.584062089927473,0.973,0.914,1.05722121341807e-24,11,"Rpl4","CM"
"Capg.9",8.69809303834734e-29,0.260675843971859,0.905,0.555,1.0652554544064e-24,11,"Capg",NA
"Elob.3",9.76507864727787e-29,0.301818076361752,0.927,0.758,1.19592918193212e-24,11,"Elob",NA
"Higd1a.2",1.26878296488895e-28,0.253645377441556,0.688,0.367,1.5538784970995e-24,11,"Higd1a",NA
"C1qc.10",1.44473158930119e-28,0.300529672115827,0.5,0.245,1.76936277741716e-24,11,"C1qc","Sec"
"Nme2.5",1.7480614093039e-28,0.340631923640482,0.834,0.538,2.14085080797449e-24,11,"Nme2","TF"
"Mtdh.2",1.80311448174842e-28,0.292210833557509,0.788,0.465,2.20827430579729e-24,11,"Mtdh",NA
"Uba52.8",2.19560233391573e-28,-0.522515494846274,0.944,0.916,2.6889541783466e-24,11,"Uba52",NA
"Set.3",2.74881334494175e-28,0.310044331638335,0.844,0.533,3.36647170355016e-24,11,"Set",NA
"Ndufv2.1",4.8471775411426e-28,0.255037367425069,0.741,0.409,5.93633833463734e-24,11,"Ndufv2",NA
"Rps6.8",5.57498830814396e-28,-0.543678663138222,0.976,0.963,6.8276881809839e-24,11,"Rps6",NA
"Ctsz.10",5.72745075900831e-28,0.264129890966867,0.89,0.566,7.01440894455747e-24,11,"Ctsz",NA
"Cox7b.4",6.6098457592193e-28,0.309695128064683,0.888,0.652,8.09507810131588e-24,11,"Cox7b",NA
"Rps13.8",7.44646285586789e-28,-0.458602292319771,0.98,0.976,9.11968305958141e-24,11,"Rps13",NA
"Swi5.1",7.59070527341303e-28,0.275515042519818,0.798,0.463,9.29633674834893e-24,11,"Swi5",NA
"Esd.7",8.95232150741459e-28,0.270421450955859,0.773,0.471,1.09639081501307e-23,11,"Esd",NA
"Ywhaz.3",1.14581818650774e-27,0.281910918054765,0.851,0.512,1.40328353301603e-23,11,"Ywhaz",NA
"Gnb1.6",1.49405150060034e-27,0.302137436426381,0.837,0.514,1.82976487278524e-23,11,"Gnb1",NA
"Ubb.6",1.58332102128025e-27,-0.348050612031676,0.99,0.986,1.93909325476193e-23,11,"Ubb",NA
"Rps28.7",2.62985301323583e-27,-0.357808329602503,0.99,0.973,3.22078098530993e-23,11,"Rps28",NA
"mt-Atp6.7",2.74894096211358e-27,0.488769000145793,0.998,0.98,3.36662799630051e-23,11,"mt-Atp6",NA
"Rps21.7",3.17402610336085e-27,-0.432387985405025,0.988,0.972,3.88722976878603e-23,11,"Rps21",NA
"Arhgdia.7",3.59767263605623e-27,0.317933253661376,0.946,0.668,4.40606967737806e-23,11,"Arhgdia",NA
"Ndufb5.2",4.06452557566077e-27,0.300292059669118,0.832,0.532,4.97782447251174e-23,11,"Ndufb5",NA
"Rpl26.7",9.81986289025854e-27,-0.329431847500544,0.98,0.973,1.20263860816996e-22,11,"Rpl26",NA
"Ptprcap.10",1.29661872218105e-26,-0.896753949054233,0.195,0.432,1.58796894905513e-22,11,"Ptprcap",NA
"Pnrc1.7",2.17711328261373e-26,-0.7684334955078,0.51,0.614,2.66631063721703e-22,11,"Pnrc1",NA
"Rps16.7",2.56303780263548e-26,-0.489879807263002,0.99,0.992,3.13895239688767e-22,11,"Rps16",NA
"Rpl13a.9",4.60439063307568e-26,-0.587284510514826,0.885,0.864,5.63899720832778e-22,11,"Rpl13a",NA
"Rplp0.8",5.07399981417754e-26,-0.516487605354197,0.98,0.967,6.21412757242324e-22,11,"Rplp0",NA
"Rpl37.7",5.66283015135979e-26,-0.299752151086359,0.985,0.993,6.93526808637034e-22,11,"Rpl37",NA
"Rps4x.7",6.74342670364131e-26,-0.453800013618566,0.988,0.941,8.25867468394951e-22,11,"Rps4x",NA
"AC160336.1",7.05586336392272e-26,0.321336891840707,0.305,0.122,8.64131586179615e-22,11,"AC160336.1",NA
"Sem1.10",7.40788693160192e-26,0.254763681629863,0.946,0.824,9.07243912513287e-22,11,"Sem1",NA
"Sdhb.1",1.46146065993497e-25,0.266828588948175,0.78,0.451,1.78985087022236e-21,11,"Sdhb","CM"
"Tmed10.6",1.80103592138649e-25,0.272893867652937,0.824,0.512,2.20572869292203e-21,11,"Tmed10",NA
"Psmb5.4",1.81994935597084e-25,0.273266553836064,0.815,0.481,2.22889197625748e-21,11,"Psmb5",NA
"Laptm5.7",2.11477558592555e-25,0.268749555127578,0.98,0.817,2.58996566008302e-21,11,"Laptm5",NA
"Atp5a1.1",2.85624673212806e-25,0.301987541235214,0.859,0.612,3.49804537283723e-21,11,"Atp5a1",NA
"Atp5b.1",3.09007947277404e-25,0.286695053374249,0.922,0.753,3.78442033030637e-21,11,"Atp5b",NA
"mt-Nd4.9",3.90066233434368e-25,0.455533371364937,0.988,0.925,4.7771411608707e-21,11,"mt-Nd4",NA
"St13.3",4.032061049244e-25,0.257387053806394,0.788,0.459,4.93806516700912e-21,11,"St13",NA
"Serbp1.3",5.21517332491318e-25,0.286321751737556,0.917,0.721,6.38702277102117e-21,11,"Serbp1",NA
"Rpl13.7",5.29949395357781e-25,-0.436383490064492,0.998,0.978,6.49029024494674e-21,11,"Rpl13",NA
"Pomp.6",8.12025208090901e-25,0.278918236880686,0.861,0.578,9.94487272348926e-21,11,"Pomp",NA
"Srsf2.2",9.13125297961387e-25,0.278588288078372,0.817,0.513,1.11830455241331e-20,11,"Srsf2",NA
"Btg2.8",1.48173786351658e-24,-0.871352609574864,0.666,0.706,1.81468436144875e-20,11,"Btg2",NA
"Pfdn5.2",1.75893864015495e-24,-0.335868738785329,0.927,0.904,2.15417215259777e-20,11,"Pfdn5",NA
"Capza2.7",1.99790907589202e-24,0.279600540361977,0.834,0.544,2.44683924524496e-20,11,"Capza2",NA
"Snrpf.4",2.05959838316931e-24,0.278677106093578,0.92,0.646,2.52239013986745e-20,11,"Snrpf",NA
"Lsm4.1",3.74077964076886e-24,0.254504347650753,0.812,0.513,4.58133282604962e-20,11,"Lsm4",NA
"Rpl23.7",4.21959062998595e-24,-0.344396079374819,0.995,0.986,5.1677326445438e-20,11,"Rpl23",NA
"Fth1.11",4.28370755952663e-24,0.308449346990705,1,0.995,5.24625664815226e-20,11,"Fth1",NA
"Romo1.7",4.90376697494529e-24,0.268414402107369,0.829,0.507,6.0056434142155e-20,11,"Romo1",NA
"Rabac1.5",6.60071710596022e-24,-0.533346300502424,0.722,0.711,8.08389823966948e-20,11,"Rabac1",NA
"Ncl.4",9.62139988870961e-24,0.344193406098398,0.905,0.661,1.17833284437027e-19,11,"Ncl","CM"
"Rps3a1.7",9.81329598283842e-24,-0.392756260551515,0.983,0.97,1.20183435901822e-19,11,"Rps3a1",NA
"Ube2l3.2",1.09837848795006e-23,0.25669001103236,0.798,0.498,1.34518413419244e-19,11,"Ube2l3",NA
"Rps15.7",1.46922359801968e-23,-0.425572625754604,0.998,0.97,1.7993581404947e-19,11,"Rps15",NA
"Gimap6.10",1.71562082732164e-23,-0.881834691152526,0.154,0.361,2.10112082722082e-19,11,"Gimap6",NA
"Rps3.7",6.02438428073719e-23,-0.380404642832282,0.995,0.983,7.37806342861883e-19,11,"Rps3",NA
"S100a4.10",6.39009907360733e-23,0.292450500296494,0.734,0.454,7.8259543354469e-19,11,"S100a4",NA
"Dync1i2.4",6.94142883523979e-23,0.25117950511725,0.783,0.474,8.50116789451817e-19,11,"Dync1i2",NA
"Sell.8",8.86369426261109e-23,-0.803807766320684,0.129,0.33,1.08553663634198e-18,11,"Sell","CM"
"Gng5.7",1.04118654947451e-22,0.260485438854519,0.944,0.808,1.27514116714143e-18,11,"Gng5",NA
"Vamp8.7",1.10245972967386e-22,0.274109428964546,0.912,0.652,1.35018243093157e-18,11,"Vamp8",NA
"Lamtor4.7",2.61108073778781e-22,0.265876313666927,0.788,0.478,3.19779057956873e-18,11,"Lamtor4",NA
"Rps10.7",3.7082941683783e-22,-0.355029084217031,0.99,0.981,4.5415478680129e-18,11,"Rps10",NA
"Rpl8.7",4.39659126075014e-22,-0.437091183995377,0.99,0.972,5.38450531704069e-18,11,"Rpl8",NA
"Ndufb4.2",4.78144382007964e-22,0.257913098563397,0.78,0.48,5.85583424645153e-18,11,"Ndufb4",NA
"Vdac2.4",6.69386309955197e-22,0.254516464782588,0.785,0.485,8.19797413802129e-18,11,"Vdac2","CM"
"Rpl36.8",1.36362628150496e-21,-0.306733493190881,0.988,0.96,1.67003310695912e-17,11,"Rpl36",NA
"Mif.4",1.63960154255095e-21,0.291789373693875,0.817,0.524,2.00802000916215e-17,11,"Mif",NA
"Eif4a1.3",1.7608325979326e-21,0.254097807361592,0.917,0.686,2.15649168268806e-17,11,"Eif4a1",NA
"Snrpd2.2",1.82370435575788e-21,0.259987342392633,0.82,0.554,2.23349072449668e-17,11,"Snrpd2","CM"
"Rpl12.11",2.33272007436214e-21,-0.670836852434826,0.976,0.899,2.85688227507132e-17,11,"Rpl12",NA
"Arhgdib.6",2.61589473830878e-21,-0.386981033899926,0.871,0.884,3.20368628600676e-17,11,"Arhgdib",NA
"Cops9.5",3.35624346043327e-21,0.274495042840613,0.866,0.619,4.11039136599263e-17,11,"Cops9",NA
"Atp6v0e.6",2.09582305524046e-20,0.26795315063409,0.883,0.675,2.566754495753e-16,11,"Atp6v0e",NA
"Dusp2.8",3.5625320700322e-20,-0.939116842574811,0.173,0.359,4.36303302616843e-16,11,"Dusp2",NA
"Cox7a2l.6",4.14136486514102e-20,-0.462569913440456,0.805,0.775,5.07192955033821e-16,11,"Cox7a2l",NA
"Ypel3.6",4.16836945640048e-20,-0.680085958066554,0.507,0.566,5.10500207325367e-16,11,"Ypel3",NA
"Srsf5.7",5.19785051075589e-20,-0.495640376710961,0.822,0.781,6.36580752052274e-16,11,"Srsf5",NA
"H2-T23.5",5.82793724406751e-20,-0.585954976576665,0.522,0.587,7.13747474280948e-16,11,"H2-T23","CM"
"Atp5f1",5.83530346269226e-20,0.263479947996366,0.851,0.634,7.14649615075922e-16,11,"Atp5f1",NA
"Gimap1.11",6.02926082867311e-20,-0.666329736264845,0.107,0.301,7.38403573687595e-16,11,"Gimap1",NA
"Hcst.11",6.80736436987718e-20,-0.777728070793021,0.507,0.571,8.33697914378859e-16,11,"Hcst",NA
"Sept1.10",1.15159395127307e-19,-0.644735848998211,0.09,0.285,1.41035711212413e-15,11,"Sept1",NA
"Nop53.8",1.25799341315736e-19,-0.608844479432278,0.612,0.635,1.54066453309382e-15,11,"Nop53",NA
